Experiment	Region	Variable	GTAPVar	Description	Unit	Value	Type
ExB15	SSA	qgdp	qgdp	qgdp	qgdp	0.00990879070013762	tms changes
ExB15	EU	qgdp	qgdp	qgdp	qgdp	0.0992170944809914	TOTAL
ExB15	EU	qgdp	qgdp	qgdp	qgdp	0.00938565842807293	to changes
ExB15	EU	qgdp	qgdp	qgdp	qgdp	0.0492290072143078	txs changes
ExB15	EU	qgdp	qgdp	qgdp	qgdp	0.0406027659773827	tms changes
ExB15	ROW	qgdp	qgdp	qgdp	qgdp	-0.021230535581708	TOTAL
ExB15	ROW	qgdp	qgdp	qgdp	qgdp	-0.00157551246229559	to changes
ExB15	ROW	qgdp	qgdp	qgdp	qgdp	-0.0201160814613104	txs changes
ExB15	ROW	qgdp	qgdp	qgdp	qgdp	0.000461042713141069	tms changes
ExB15	SSA	qinv	qinv	qinv	qinv	0.0116685032844543	TOTAL
ExB15	SSA	qinv	qinv	qinv	qinv	0.00652232486754656	to changes
ExB15	SSA	qinv	qinv	qinv	qinv	0.00470265466719866	txs changes
ExB15	SSA	qinv	qinv	qinv	qinv	0.000447352416813374	tms changes
ExB15	EU	qinv	qinv	qinv	qinv	0.0160424690693617	TOTAL
ExB15	EU	qinv	qinv	qinv	qinv	0.00896723382174969	to changes
ExB15	EU	qinv	qinv	qinv	qinv	0.00646545505151153	txs changes
ExB15	EU	qinv	qinv	qinv	qinv	0.000615043507423252	tms changes
ExB15	ROW	qinv	qinv	qinv	qinv	0.0222908966243267	TOTAL
ExB15	ROW	qinv	qinv	qinv	qinv	0.012459909543395	to changes
ExB15	ROW	qinv	qinv	qinv	qinv	0.00898370519280434	txs changes
ExB15	ROW	qinv	qinv	qinv	qinv	0.000854598707519472	tms changes
ExB15	SSA	qmwreg	qmwreg	qmwreg	qmwreg	0.636134922504425	TOTAL
ExB15	SSA	qmwreg	qmwreg	qmwreg	qmwreg	0.134776756167412	to changes
ExB15	SSA	qmwreg	qmwreg	qmwreg	qmwreg	-1.21281754970551	txs changes
ExB15	SSA	qmwreg	qmwreg	qmwreg	qmwreg	1.7141752243042	tms changes
ExB15	EU	qmwreg	qmwreg	qmwreg	qmwreg	0.13051101565361	TOTAL
ExB15	EU	qmwreg	qmwreg	qmwreg	qmwreg	-0.0105168856680393	to changes
ExB15	EU	qmwreg	qmwreg	qmwreg	qmwreg	-0.287264347076416	txs changes
ExB15	EU	qmwreg	qmwreg	qmwreg	qmwreg	0.42829230427742	tms changes
ExB15	ROW	qmwreg	qmwreg	qmwreg	qmwreg	0.0024623170029372	TOTAL
ExB15	ROW	qmwreg	qmwreg	qmwreg	qmwreg	0.00960853230208158	to changes
ExB15	ROW	qmwreg	qmwreg	qmwreg	qmwreg	-0.300288140773773	txs changes
ExB15	ROW	qmwreg	qmwreg	qmwreg	qmwreg	0.293141931295395	tms changes
ExB15	SSA	qpriv	qpriv	qpriv	qpriv	0.130959957838058	TOTAL
ExB15	SSA	qpriv	qpriv	qpriv	qpriv	0.0249350499361753	to changes
ExB15	SSA	qpriv	qpriv	qpriv	qpriv	-0.201742187142372	txs changes
ExB15	SSA	qpriv	qpriv	qpriv	qpriv	0.307767003774643	tms changes
ExB15	EU	qpriv	qpriv	qpriv	qpriv	0.0851009041070938	TOTAL
ExB15	EU	qpriv	qpriv	qpriv	qpriv	-0.0311428084969521	to changes
ExB15	EU	qpriv	qpriv	qpriv	qpriv	0.120887324213982	txs changes
ExB15	EU	qpriv	qpriv	qpriv	qpriv	-0.00464365351945162	tms changes
ExB15	ROW	qpriv	qpriv	qpriv	qpriv	-0.0407832600176334	TOTAL
ExB15	ROW	qpriv	qpriv	qpriv	qpriv	-0.00236440822482109	to changes
ExB15	ROW	qpriv	qpriv	qpriv	qpriv	-0.0631512850522995	txs changes
ExB15	ROW	qpriv	qpriv	qpriv	qpriv	0.024732444435358	tms changes
ExB15	SSA	qsave	qsave	qsave	qsave	0.686687350273132	TOTAL
ExB15	SSA	qsave	qsave	qsave	qsave	0.0732747763395309	to changes
ExB15	SSA	qsave	qsave	qsave	qsave	0.0344799198210239	txs changes
ExB15	SSA	qsave	qsave	qsave	qsave	0.578932583332062	tms changes
ExB15	EU	qsave	qsave	qsave	qsave	0.00303352647460997	TOTAL
ExB15	EU	qsave	qsave	qsave	qsave	0.0924435704946518	to changes
ExB15	EU	qsave	qsave	qsave	qsave	0.0920280590653419	txs changes
ExB15	EU	qsave	qsave	qsave	qsave	-0.181438207626343	tms changes
ExB15	ROW	qsave	qsave	qsave	qsave	0.0535243302583694	TOTAL
ExB15	ROW	qsave	qsave	qsave	qsave	0.0055867568589747	to changes
ExB15	ROW	qsave	qsave	qsave	qsave	-0.00311369216069579	txs changes
ExB15	ROW	qsave	qsave	qsave	qsave	0.0510536544024944	tms changes
ExB15	SSA	qsaveev	qsaveev	qsaveev	qsaveev	0.193882495164871	TOTAL
ExB15	SSA	qsaveev	qsaveev	qsaveev	qsaveev	0.0296332258731127	to changes
ExB15	SSA	qsaveev	qsaveev	qsaveev	qsaveev	-0.160770073533058	txs changes
ExB15	SSA	qsaveev	qsaveev	qsaveev	qsaveev	0.325019150972366	tms changes
ExB15	EU	qsaveev	qsaveev	qsaveev	qsaveev	0.0885517299175262	TOTAL
ExB15	EU	qsaveev	qsaveev	qsaveev	qsaveev	0.00619314284995198	to changes
ExB15	EU	qsaveev	qsaveev	qsaveev	qsaveev	0.123059093952179	txs changes
ExB15	EU	qsaveev	qsaveev	qsaveev	qsaveev	-0.0407005064189434	tms changes
ExB15	ROW	qsaveev	qsaveev	qsaveev	qsaveev	-0.0167516302317381	TOTAL
ExB15	ROW	qsaveev	qsaveev	qsaveev	qsaveev	-0.000359235767973587	to changes
ExB15	ROW	qsaveev	qsaveev	qsaveev	qsaveev	-0.0477723330259323	txs changes
ExB15	ROW	qsaveev	qsaveev	qsaveev	qsaveev	0.0313799567520618	tms changes
ExB15	SSA	qxwreg	qxwreg	qxwreg	qxwreg	0.0594060085713863	TOTAL
ExB15	SSA	qxwreg	qxwreg	qxwreg	qxwreg	0.047211367636919	to changes
ExB15	SSA	qxwreg	qxwreg	qxwreg	qxwreg	-0.815755009651184	txs changes
ExB15	SSA	qxwreg	qxwreg	qxwreg	qxwreg	0.827950239181519	tms changes
ExB15	EU	qxwreg	qxwreg	qxwreg	qxwreg	0.195624023675919	TOTAL
ExB15	EU	qxwreg	qxwreg	qxwreg	qxwreg	0.0211840830743313	to changes
ExB15	EU	qxwreg	qxwreg	qxwreg	qxwreg	-0.452724099159241	txs changes
ExB15	EU	qxwreg	qxwreg	qxwreg	qxwreg	0.627164304256439	tms changes
ExB15	ROW	qxwreg	qxwreg	qxwreg	qxwreg	-0.0306014269590378	TOTAL
ExB15	ROW	qxwreg	qxwreg	qxwreg	qxwreg	-0.00999915041029453	to changes
ExB15	ROW	qxwreg	qxwreg	qxwreg	qxwreg	-0.19529139995575	txs changes
ExB15	ROW	qxwreg	qxwreg	qxwreg	qxwreg	0.174688920378685	tms changes
ExB15	SSA	rental	rental	rental	rental	1.10852444171906	TOTAL
ExB15	SSA	rental	rental	rental	rental	0.126001805067062	to changes
ExB15	SSA	rental	rental	rental	rental	0.107185050845146	txs changes
ExB15	SSA	rental	rental	rental	rental	0.875337421894073	tms changes
ExB15	EU	rental	rental	rental	rental	-0.918998122215271	TOTAL
ExB15	EU	rental	rental	rental	rental	-0.108175300061703	to changes
ExB15	EU	rental	rental	rental	rental	-0.313553780317307	txs changes
ExB15	EU	rental	rental	rental	rental	-0.497269183397293	tms changes
ExB15	ROW	rental	rental	rental	rental	0.307435154914856	TOTAL
ExB15	ROW	rental	rental	rental	rental	0.0401171557605267	to changes
ExB15	ROW	rental	rental	rental	rental	0.1065454185009	txs changes
ExB15	ROW	rental	rental	rental	rental	0.1607725918293	tms changes
ExB15	SSA	rorc	rorc	rorc	rorc	0.293435603380203	TOTAL
ExB15	SSA	rorc	rorc	rorc	rorc	0.0365385748445988	to changes
ExB15	SSA	rorc	rorc	rorc	rorc	-0.0705586895346642	txs changes
ExB15	SSA	rorc	rorc	rorc	rorc	0.327455937862396	tms changes
ExB15	EU	rorc	rorc	rorc	rorc	-0.321505606174469	TOTAL
ExB15	EU	rorc	rorc	rorc	rorc	-0.0858383998274803	to changes
ExB15	EU	rorc	rorc	rorc	rorc	-0.113380439579487	txs changes
ExB15	EU	rorc	rorc	rorc	rorc	-0.122286818921566	tms changes
ExB15	ROW	rorc	rorc	rorc	rorc	0.0655127763748169	TOTAL
ExB15	ROW	rorc	rorc	rorc	rorc	0.00685611087828875	to changes
ExB15	ROW	rorc	rorc	rorc	rorc	0.00439326325431466	txs changes
ExB15	ROW	rorc	rorc	rorc	rorc	0.0542635507881641	tms changes
ExB15	SSA	rore	rore	rore	rore	0.287185728549957	TOTAL
ExB15	SSA	rore	rore	rore	rore	0.0330507047474384	to changes
ExB15	SSA	rore	rore	rore	rore	-0.073069341480732	txs changes
ExB15	SSA	rore	rore	rore	rore	0.327204585075378	tms changes
ExB15	EU	rore	rore	rore	rore	-0.331270843744278	TOTAL
ExB15	EU	rore	rore	rore	rore	-0.0912990421056747	to changes
ExB15	EU	rore	rore	rore	rore	-0.11731681227684	txs changes
ExB15	EU	rore	rore	rore	rore	-0.122654974460602	tms changes
ExB15	ROW	rore	rore	rore	rore	0.0483802445232868	TOTAL
ExB15	ROW	rore	rore	rore	rore	-0.00271442974917591	to changes
ExB15	ROW	rore	rore	rore	rore	-0.00250687380321324	txs changes
ExB15	ROW	rore	rore	rore	rore	0.0536014959216118	tms changes
ExB15	SSA	tot	tot	tot	tot	0.671403586864471	TOTAL
ExB15	SSA	tot	tot	tot	tot	0.0960818156599998	to changes
ExB15	SSA	tot	tot	tot	tot	-0.429331719875336	txs changes
ExB15	SSA	tot	tot	tot	tot	1.0046534538269	tms changes
ExB15	EU	tot	tot	tot	tot	-0.08230921626091	TOTAL
ExB15	EU	tot	tot	tot	tot	-0.0166360847651958	to changes
ExB15	EU	tot	tot	tot	tot	0.190148830413818	txs changes
ExB15	EU	tot	tot	tot	tot	-0.255821913480759	tms changes
ExB15	ROW	tot	tot	tot	tot	0.0512461513280869	TOTAL
ExB15	ROW	tot	tot	tot	tot	0.00840545725077391	to changes
ExB15	ROW	tot	tot	tot	tot	-0.116371415555477	txs changes
ExB15	ROW	tot	tot	tot	tot	0.15921214222908	tms changes
ExB15	SSA	tot2	tot2	tot2	tot2	0.671403467655182	TOTAL
ExB15	SSA	tot2	tot2	tot2	tot2	0.0960818231105804	to changes
ExB15	SSA	tot2	tot2	tot2	tot2	-0.429331809282303	txs changes
ExB15	SSA	tot2	tot2	tot2	tot2	1.0046534538269	tms changes
ExB15	EU	tot2	tot2	tot2	tot2	-0.0823091343045235	TOTAL
ExB15	EU	tot2	tot2	tot2	tot2	-0.0166360773146152	to changes
ExB15	EU	tot2	tot2	tot2	tot2	0.190148860216141	txs changes
ExB15	EU	tot2	tot2	tot2	tot2	-0.255821913480759	tms changes
ExB15	ROW	tot2	tot2	tot2	tot2	0.0512460879981518	TOTAL
ExB15	ROW	tot2	tot2	tot2	tot2	0.00840545166283846	to changes
ExB15	ROW	tot2	tot2	tot2	tot2	-0.1163714453578	txs changes
ExB15	ROW	tot2	tot2	tot2	tot2	0.15921214222908	tms changes
ExB15	SSA	tpreg	tpreg	tpreg	tpreg	0	TOTAL
ExB15	SSA	tpreg	tpreg	tpreg	tpreg	0	to changes
ExB15	SSA	tpreg	tpreg	tpreg	tpreg	0	txs changes
ExB15	SSA	tpreg	tpreg	tpreg	tpreg	0	tms changes
ExB15	EU	tpreg	tpreg	tpreg	tpreg	0	TOTAL
ExB15	EU	tpreg	tpreg	tpreg	tpreg	0	to changes
ExB15	EU	tpreg	tpreg	tpreg	tpreg	0	txs changes
ExB15	EU	tpreg	tpreg	tpreg	tpreg	0	tms changes
ExB15	ROW	tpreg	tpreg	tpreg	tpreg	0	TOTAL
ExB15	ROW	tpreg	tpreg	tpreg	tpreg	0	to changes
ExB15	ROW	tpreg	tpreg	tpreg	tpreg	0	txs changes
ExB15	ROW	tpreg	tpreg	tpreg	tpreg	0	tms changes
ExB15	SSA	u	u	u	u	0.189903825521469	TOTAL
ExB15	SSA	u	u	u	u	0.0290252864360809	to changes
ExB15	SSA	u	u	u	u	-0.157473206520081	txs changes
ExB15	SSA	u	u	u	u	0.318351536989212	tms changes
ExB15	EU	u	u	u	u	0.0868183448910713	TOTAL
ExB15	EU	u	u	u	u	0.0060719195753336	to changes
ExB15	EU	u	u	u	u	0.120649680495262	txs changes
ExB15	EU	u	u	u	u	-0.0399032607674599	tms changes
ExB15	ROW	u	u	u	u	-0.0164494384080172	TOTAL
ExB15	ROW	u	u	u	u	-0.00035275481059216	to changes
ExB15	ROW	u	u	u	u	-0.04691057279706	txs changes
ExB15	ROW	u	u	u	u	0.0308139026165009	tms changes
ExB15	SSA	uelas	uelas	uelas	uelas	-0.0879524275660515	TOTAL
ExB15	SSA	uelas	uelas	uelas	uelas	-0.0069179586134851	to changes
ExB15	SSA	uelas	uelas	uelas	uelas	-0.0508942827582359	txs changes
ExB15	SSA	uelas	uelas	uelas	uelas	-0.0301402062177658	tms changes
ExB15	EU	uelas	uelas	uelas	uelas	0.0102264443412423	TOTAL
ExB15	EU	uelas	uelas	uelas	uelas	-0.0414242818951607	to changes
ExB15	EU	uelas	uelas	uelas	uelas	0.00565807474777102	txs changes
ExB15	EU	uelas	uelas	uelas	uelas	0.0459926091134548	tms changes
ExB15	ROW	uelas	uelas	uelas	uelas	-0.0284196119755507	TOTAL
ExB15	ROW	uelas	uelas	uelas	uelas	-0.00233284034766257	to changes
ExB15	ROW	uelas	uelas	uelas	uelas	-0.0194631349295378	txs changes
ExB15	ROW	uelas	uelas	uelas	uelas	-0.00662364857271314	tms changes
ExB15	SSA	uelasev	uelasev	uelasev	uelasev	0.00396733544766903	TOTAL
ExB15	SSA	uelasev	uelasev	uelasev	uelasev	0.000606452522333711	to changes
ExB15	SSA	uelasev	uelasev	uelasev	uelasev	-0.00329088629223406	txs changes
ExB15	SSA	uelasev	uelasev	uelasev	uelasev	0.00665176566690207	tms changes
ExB15	EU	uelasev	uelasev	uelasev	uelasev	0.00173098780214787	TOTAL
ExB15	EU	uelasev	uelasev	uelasev	uelasev	0.00012106700160075	to changes
ExB15	EU	uelasev	uelasev	uelasev	uelasev	0.00240508047863841	txs changes
ExB15	EU	uelasev	uelasev	uelasev	uelasev	-0.000795158615801483	tms changes
ExB15	ROW	uelasev	uelasev	uelasev	uelasev	-0.000302258675219491	TOTAL
ExB15	ROW	uelasev	uelasev	uelasev	uelasev	-6.48095783617464e-06	to changes
ExB15	ROW	uelasev	uelasev	uelasev	uelasev	-0.00086203427053988	txs changes
ExB15	ROW	uelasev	uelasev	uelasev	uelasev	0.000566256698220968	tms changes
ExB15	SSA	uepriv	uepriv	uepriv	uepriv	-0.11381821334362	TOTAL
ExB15	SSA	uepriv	uepriv	uepriv	uepriv	-0.00895236805081367	to changes
ExB15	SSA	uepriv	uepriv	uepriv	uepriv	-0.0658629462122917	txs changes
ExB15	SSA	uepriv	uepriv	uepriv	uepriv	-0.039002925157547	tms changes
ExB15	EU	uepriv	uepriv	uepriv	uepriv	0.0147658633068204	TOTAL
ExB15	EU	uepriv	uepriv	uepriv	uepriv	-0.0598115362226963	to changes
ExB15	EU	uepriv	uepriv	uepriv	uepriv	0.00816948711872101	txs changes
ExB15	EU	uepriv	uepriv	uepriv	uepriv	0.0664078369736671	tms changes
ExB15	ROW	uepriv	uepriv	uepriv	uepriv	-0.039356242865324	TOTAL
ExB15	ROW	uepriv	uepriv	uepriv	uepriv	-0.00323057360947132	to changes
ExB15	ROW	uepriv	uepriv	uepriv	uepriv	-0.0269532222300768	txs changes
ExB15	ROW	uepriv	uepriv	uepriv	uepriv	-0.00917245261371136	tms changes
ExB15	SSA	ueprivev	ueprivev	ueprivev	ueprivev	0.00513459090143442	TOTAL
ExB15	SSA	ueprivev	ueprivev	ueprivev	ueprivev	0.000784894393291324	to changes
ExB15	SSA	ueprivev	ueprivev	ueprivev	ueprivev	-0.00425931066274643	txs changes
ExB15	SSA	ueprivev	ueprivev	ueprivev	ueprivev	0.00860900152474642	tms changes
ExB15	EU	ueprivev	ueprivev	ueprivev	ueprivev	0.00249926652759314	TOTAL
ExB15	EU	ueprivev	ueprivev	ueprivev	ueprivev	0.000174800792592578	to changes
ExB15	EU	ueprivev	ueprivev	ueprivev	ueprivev	0.00347257568500936	txs changes
ExB15	EU	ueprivev	ueprivev	ueprivev	ueprivev	-0.00114810955710709	tms changes
ExB15	ROW	ueprivev	ueprivev	ueprivev	ueprivev	-0.000418608746258542	TOTAL
ExB15	ROW	ueprivev	ueprivev	ueprivev	ueprivev	-8.97615245776251e-06	to changes
ExB15	ROW	ueprivev	ueprivev	ueprivev	ueprivev	-0.00119383621495217	txs changes
ExB15	ROW	ueprivev	ueprivev	ueprivev	ueprivev	0.000784204166848212	tms changes
ExB15	SSA	ug	ug	ug	ug	0.335330337285995	TOTAL
ExB15	SSA	ug	ug	ug	ug	0.0372791662812233	to changes
ExB15	SSA	ug	ug	ug	ug	-0.0141352582722902	txs changes
ExB15	SSA	ug	ug	ug	ug	0.312186360359192	tms changes
ExB15	EU	ug	ug	ug	ug	0.124724842607975	TOTAL
ExB15	EU	ug	ug	ug	ug	0.0889452248811722	to changes
ExB15	EU	ug	ug	ug	ug	0.13103412091732	txs changes
ExB15	EU	ug	ug	ug	ug	-0.0952545553445816	tms changes
ExB15	ROW	ug	ug	ug	ug	0.0414188951253891	TOTAL
ExB15	ROW	ug	ug	ug	ug	0.00430637272074819	to changes
ExB15	ROW	ug	ug	ug	ug	-0.00592725584283471	txs changes
ExB15	ROW	ug	ug	ug	ug	0.0430397614836693	tms changes
ExB15	SSA	ugev	ugev	ugev	ugev	0.193882495164871	TOTAL
ExB15	SSA	ugev	ugev	ugev	ugev	0.0296332258731127	to changes
ExB15	SSA	ugev	ugev	ugev	ugev	-0.160770073533058	txs changes
ExB15	SSA	ugev	ugev	ugev	ugev	0.325019150972366	tms changes
ExB15	EU	ugev	ugev	ugev	ugev	0.0885517299175262	TOTAL
ExB15	EU	ugev	ugev	ugev	ugev	0.00619314284995198	to changes
ExB15	EU	ugev	ugev	ugev	ugev	0.123059093952179	txs changes
ExB15	EU	ugev	ugev	ugev	ugev	-0.0407005064189434	tms changes
ExB15	ROW	ugev	ugev	ugev	ugev	-0.0167516302317381	TOTAL
ExB15	ROW	ugev	ugev	ugev	ugev	-0.000359235767973587	to changes
ExB15	ROW	ugev	ugev	ugev	ugev	-0.0477723330259323	txs changes
ExB15	ROW	ugev	ugev	ugev	ugev	0.0313799567520618	tms changes
ExB15	SSA	up	up	up	up	0.131066098809242	TOTAL
ExB15	SSA	up	up	up	up	0.0249515436589718	to changes
ExB15	SSA	up	up	up	up	-0.201847761869431	txs changes
ExB15	SSA	up	up	up	up	0.307962238788605	tms changes
ExB15	EU	up	up	up	up	0.085098922252655	TOTAL
ExB15	EU	up	up	up	up	-0.0311406310647726	to changes
ExB15	EU	up	up	up	up	0.120881974697113	txs changes
ExB15	EU	up	up	up	up	-0.00464234640821815	tms changes
ExB15	ROW	up	up	up	up	-0.0407898612320423	TOTAL
ExB15	ROW	up	up	up	up	-0.00236478494480252	to changes
ExB15	ROW	up	up	up	up	-0.0631629452109337	txs changes
ExB15	ROW	up	up	up	up	0.024737885221839	tms changes
ExB15	SSA	upev	upev	upev	upev	0.18873330950737	TOTAL
ExB15	SSA	upev	upev	upev	upev	0.02884641289711	to changes
ExB15	SSA	upev	upev	upev	upev	-0.156503021717072	txs changes
ExB15	SSA	upev	upev	upev	upev	0.31638976931572	tms changes
ExB15	EU	upev	upev	upev	upev	0.0860490351915359	TOTAL
ExB15	EU	upev	upev	upev	upev	0.00601811800152063	to changes
ExB15	EU	upev	upev	upev	upev	0.119580328464508	txs changes
ExB15	EU	upev	upev	upev	upev	-0.0395494103431702	tms changes
ExB15	ROW	upev	upev	upev	upev	-0.0163331106305122	TOTAL
ExB15	ROW	upev	upev	upev	upev	-0.000350259535480291	to changes
ExB15	ROW	upev	upev	upev	upev	-0.0465788803994656	txs changes
ExB15	ROW	upev	upev	upev	upev	0.0305960346013308	tms changes
ExB15	SSA	vgdp	vgdp	vgdp	vgdp	1.62914395332336	TOTAL
ExB15	SSA	vgdp	vgdp	vgdp	vgdp	0.175929039716721	to changes
ExB15	SSA	vgdp	vgdp	vgdp	vgdp	0.232396095991135	txs changes
ExB15	SSA	vgdp	vgdp	vgdp	vgdp	1.22087430953979	tms changes
ExB15	EU	vgdp	vgdp	vgdp	vgdp	-0.715099155902863	TOTAL
ExB15	EU	vgdp	vgdp	vgdp	vgdp	0.0620107240974903	to changes
ExB15	EU	vgdp	vgdp	vgdp	vgdp	-0.164054572582245	txs changes
ExB15	EU	vgdp	vgdp	vgdp	vgdp	-0.613055408000946	tms changes
ExB15	ROW	vgdp	vgdp	vgdp	vgdp	0.353288203477859	TOTAL
ExB15	ROW	vgdp	vgdp	vgdp	vgdp	0.0441285595297813	to changes
ExB15	ROW	vgdp	vgdp	vgdp	vgdp	0.124330833554268	txs changes
ExB15	ROW	vgdp	vgdp	vgdp	vgdp	0.184828832745552	tms changes
ExB15	SSA	vmwreg	vmwreg	vmwreg	vmwreg	1.26428532600403	TOTAL
ExB15	SSA	vmwreg	vmwreg	vmwreg	vmwreg	0.177504613995552	to changes
ExB15	SSA	vmwreg	vmwreg	vmwreg	vmwreg	-0.529924631118774	txs changes
ExB15	SSA	vmwreg	vmwreg	vmwreg	vmwreg	1.61670529842377	tms changes
ExB15	EU	vmwreg	vmwreg	vmwreg	vmwreg	-0.162741422653198	TOTAL
ExB15	EU	vmwreg	vmwreg	vmwreg	vmwreg	0.0817316100001335	to changes
ExB15	EU	vmwreg	vmwreg	vmwreg	vmwreg	-0.406827807426453	txs changes
ExB15	EU	vmwreg	vmwreg	vmwreg	vmwreg	0.16235476732254	tms changes
ExB15	ROW	vmwreg	vmwreg	vmwreg	vmwreg	0.275422245264053	TOTAL
ExB15	ROW	vmwreg	vmwreg	vmwreg	vmwreg	0.041986808180809	to changes
ExB15	ROW	vmwreg	vmwreg	vmwreg	vmwreg	-0.048455748707056	txs changes
ExB15	ROW	vmwreg	vmwreg	vmwreg	vmwreg	0.281891167163849	tms changes
ExB15	SSA	vxwreg	vxwreg	vxwreg	vxwreg	1.35995221138	TOTAL
ExB15	SSA	vxwreg	vxwreg	vxwreg	vxwreg	0.18618269264698	to changes
ExB15	SSA	vxwreg	vxwreg	vxwreg	vxwreg	-0.563760042190552	txs changes
ExB15	SSA	vxwreg	vxwreg	vxwreg	vxwreg	1.73753035068512	tms changes
ExB15	EU	vxwreg	vxwreg	vxwreg	vxwreg	-0.180047765374184	TOTAL
ExB15	EU	vxwreg	vxwreg	vxwreg	vxwreg	0.0967599451541901	to changes
ExB15	EU	vxwreg	vxwreg	vxwreg	vxwreg	-0.382053375244141	txs changes
ExB15	EU	vxwreg	vxwreg	vxwreg	vxwreg	0.10524594783783	tms changes
ExB15	ROW	vxwreg	vxwreg	vxwreg	vxwreg	0.293638497591019	TOTAL
ExB15	ROW	vxwreg	vxwreg	vxwreg	vxwreg	0.0307661760598421	to changes
ExB15	ROW	vxwreg	vxwreg	vxwreg	vxwreg	-0.0598130822181702	txs changes
ExB15	ROW	vxwreg	vxwreg	vxwreg	vxwreg	0.322685241699219	tms changes
ExB15	SSA	y	y	y	y	1.73039984703064	TOTAL
ExB15	SSA	y	y	y	y	0.186387270689011	to changes
ExB15	SSA	y	y	y	y	0.244184970855713	txs changes
ExB15	SSA	y	y	y	y	1.29988467693329	tms changes
ExB15	EU	y	y	y	y	-0.713439702987671	TOTAL
ExB15	EU	y	y	y	y	0.0785701349377632	to changes
ExB15	EU	y	y	y	y	-0.152661189436913	txs changes
ExB15	EU	y	y	y	y	-0.639348566532135	tms changes
ExB15	ROW	y	y	y	y	0.364911526441574	TOTAL
ExB15	ROW	y	y	y	y	0.0452451035380363	to changes
ExB15	ROW	y	y	y	y	0.126981422305107	txs changes
ExB15	ROW	y	y	y	y	0.192685008049011	tms changes
ExB15	SSA	yev	yev	yev	yev	0.189907610416412	TOTAL
ExB15	SSA	yev	yev	yev	yev	0.0290257818996906	to changes
ExB15	SSA	yev	yev	yev	yev	-0.157475203275681	txs changes
ExB15	SSA	yev	yev	yev	yev	0.318356871604919	tms changes
ExB15	EU	yev	yev	yev	yev	0.0868192315101624	TOTAL
ExB15	EU	yev	yev	yev	yev	0.0060719782486558	to changes
ExB15	EU	yev	yev	yev	yev	0.120651267468929	txs changes
ExB15	EU	yev	yev	yev	yev	-0.039903998374939	tms changes
ExB15	ROW	yev	yev	yev	yev	-0.0164494216442108	TOTAL
ExB15	ROW	yev	yev	yev	yev	-0.000352754927007481	to changes
ExB15	ROW	yev	yev	yev	yev	-0.0469104908406734	txs changes
ExB15	ROW	yev	yev	yev	yev	0.0308138411492109	tms changes
ExB15	SSA	yg	yg	yg	yg	1.64092528820038	TOTAL
ExB15	SSA	yg	yg	yg	yg	0.179323852062225	to changes
ExB15	SSA	yg	yg	yg	yg	0.192841559648514	txs changes
ExB15	SSA	yg	yg	yg	yg	1.26883935928345	tms changes
ExB15	EU	yg	yg	yg	yg	-0.703286111354828	TOTAL
ExB15	EU	yg	yg	yg	yg	0.0372815690934658	to changes
ExB15	EU	yg	yg	yg	yg	-0.147023350000381	txs changes
ExB15	EU	yg	yg	yg	yg	-0.593544542789459	tms changes
ExB15	ROW	yg	yg	yg	yg	0.336388230323792	TOTAL
ExB15	ROW	yg	yg	yg	yg	0.042901411652565	to changes
ExB15	ROW	yg	yg	yg	yg	0.107469648122787	txs changes
ExB15	ROW	yg	yg	yg	yg	0.186017170548439	tms changes
ExB15	SSA	ygev	ygev	ygev	ygev	0.193882495164871	TOTAL
ExB15	SSA	ygev	ygev	ygev	ygev	0.0296332258731127	to changes
ExB15	SSA	ygev	ygev	ygev	ygev	-0.160770073533058	txs changes
ExB15	SSA	ygev	ygev	ygev	ygev	0.325019150972366	tms changes
ExB15	EU	ygev	ygev	ygev	ygev	0.0885517299175262	TOTAL
ExB15	EU	ygev	ygev	ygev	ygev	0.00619314284995198	to changes
ExB15	EU	ygev	ygev	ygev	ygev	0.123059093952179	txs changes
ExB15	EU	ygev	ygev	ygev	ygev	-0.0407005064189434	tms changes
ExB15	ROW	ygev	ygev	ygev	ygev	-0.0167516302317381	TOTAL
ExB15	ROW	ygev	ygev	ygev	ygev	-0.000359235767973587	to changes
ExB15	ROW	ygev	ygev	ygev	ygev	-0.0477723330259323	txs changes
ExB15	ROW	ygev	ygev	ygev	ygev	0.0313799567520618	tms changes
ExB15	SSA	yp	yp	yp	yp	1.75674295425415	TOTAL
ExB15	SSA	yp	yp	yp	yp	0.188466921448708	to changes
ExB15	SSA	yp	yp	yp	yp	0.259301662445068	txs changes
ExB15	SSA	yp	yp	yp	yp	1.30902516841888	tms changes
ExB15	EU	yp	yp	yp	yp	-0.71794605255127	TOTAL
ExB15	EU	yp	yp	yp	yp	0.0968949869275093	to changes
ExB15	EU	yp	yp	yp	yp	-0.155163422226906	txs changes
ExB15	EU	yp	yp	yp	yp	-0.659677684307098	tms changes
ExB15	ROW	yp	yp	yp	yp	0.375892341136932	TOTAL
ExB15	ROW	yp	yp	yp	yp	0.046147383749485	to changes
ExB15	ROW	yp	yp	yp	yp	0.13449302315712	txs changes
ExB15	ROW	yp	yp	yp	yp	0.195252001285553	tms changes
ExB15	SSA	ypev	ypev	ypev	ypev	0.18873818218708	TOTAL
ExB15	SSA	ypev	ypev	ypev	ypev	0.0288470555096865	to changes
